Record ID,Species,Scientific name,Date (Year),Latitude,Longitude,Type,Warmest Quarter Temperature,Coolest Quarter Temperature,Annual Rainfall
375,Numbat,Myrmecobius fasciatus,1998,-32.69508827,118.9601394,contemporary,22.38177,10.11338,360.73251
376,Numbat,Myrmecobius fasciatus,1944,-32.683333,116.55,historical,22.17453,10.22912,605.56561
377,Numbat,Myrmecobius fasciatus,1965,-32.683333,116.55,contemporary,22.17453,10.22912,605.56561
378,Numbat,Myrmecobius fasciatus,1971,-32.683333,118.45,contemporary,23.09917,10.75736,330.21689
379,Numbat,Myrmecobius fasciatus,1960,-32.67980056,116.6740029,contemporary,22.5757,10.44448,520.96161
380,Numbat,Myrmecobius fasciatus,1961,-32.67980056,116.6740029,contemporary,22.5757,10.44448,520.96161
381,Numbat,Myrmecobius fasciatus,1964,-32.67980056,116.6740029,contemporary,22.5757,10.44448,520.96161
382,Numbat,Myrmecobius fasciatus,1964,-32.6697035,118.1539977,contemporary,22.94491,10.58099,334.26041
383,Numbat,Myrmecobius fasciatus,1965,-32.666667,117.133333,contemporary,22.75133,10.62605,408.2576
384,Numbat,Myrmecobius fasciatus,1981,-32.66160446,116.9040003,contemporary,22.78887,10.61096,448.92615
385,Numbat,Myrmecobius fasciatus,1959,-32.66039917,117.1229999,contemporary,22.79679,10.6567,407.27704
386,Numbat,Myrmecobius fasciatus,1960,-32.6533034,116.497997,contemporary,21.98465,10.10454,656.50537
387,Numbat,Myrmecobius fasciatus,1979,-32.65060266,116.4119957,contemporary,22.29141,10.58776,710.55566
388,Numbat,Myrmecobius fasciatus,1974,-32.643056,116.479167,contemporary,21.9533,10.10266,674.91357
389,Numbat,Myrmecobius fasciatus,1965,-32.64080162,117.2480036,contemporary,22.48944,10.27363,402.21091
390,Numbat,Myrmecobius fasciatus,1960,-32.633333,115.866667,contemporary,23.29802,13.45111,840.41956
391,Numbat,Myrmecobius fasciatus,1981,-32.62469583,116.4520003,contemporary,21.84437,10.04626,709.74707
392,Numbat,Myrmecobius fasciatus,1960,-32.61799852,116.4700013,contemporary,21.9748,10.12563,682.93158
393,Numbat,Myrmecobius fasciatus,1981,-32.60719801,116.4629989,contemporary,22.09973,10.2582,681.38544
394,Numbat,Myrmecobius fasciatus,1980,-32.60510092,116.461999,contemporary,22.09973,10.2582,681.38544
395,Numbat,Myrmecobius fasciatus,1981,-32.60339642,116.459995,contemporary,22.09973,10.2582,681.38544
396,Numbat,Myrmecobius fasciatus,1929,-32.6,116.65,historical,22.22801,10.06495,559.03046
397,Numbat,Myrmecobius fasciatus,1960,-32.59440241,117.6220028,contemporary,23.16751,10.81771,341.28235
398,Numbat,Myrmecobius fasciatus,1963,-32.58230324,116.448998,contemporary,22.17801,10.32921,686.43652
399,Numbat,Myrmecobius fasciatus,1979,-32.58109626,116.4989964,contemporary,22.23837,10.2915,644.38635
400,Numbat,Myrmecobius fasciatus,1963,-32.57669753,116.4420007,contemporary,22.24229,10.41238,691.04987
401,Numbat,Myrmecobius fasciatus,1958,-32.57459641,117.097995,contemporary,22.89786,10.6344,404.37158
402,Numbat,Myrmecobius fasciatus,1980,-32.56709665,117.6539963,contemporary,23.17315,10.76975,340.17139
403,Numbat,Myrmecobius fasciatus,2000,-32.56500057,117.3530547,contemporary,22.6373,10.27128,380.59073
404,Numbat,Myrmecobius fasciatus,1961,-32.54399769,117.0850003,contemporary,22.79135,10.4733,414.92288
405,Numbat,Myrmecobius fasciatus,1974,-32.54345643,117.0849998,contemporary,22.79135,10.4733,414.92288
406,Numbat,Myrmecobius fasciatus,1991,-32.53839422,117.3171892,contemporary,22.59274,10.18321,388.42068
407,Numbat,Myrmecobius fasciatus,1983,-32.53700179,117.3219979,contemporary,22.58926,10.17672,387.41748
408,Numbat,Myrmecobius fasciatus,1987,-32.53560796,117.3202677,contemporary,22.58926,10.17672,387.41748
409,Numbat,Myrmecobius fasciatus,2002,-32.53389109,115.7786145,contemporary,23.28604,13.84346,814.39642
410,Numbat,Myrmecobius fasciatus,1906,-32.53333333,117.0833333,historical,23.05436,10.71038,400.69824
411,Numbat,Myrmecobius fasciatus,1941,-32.533333,117.083333,historical,23.05436,10.71038,400.69824
412,Numbat,Myrmecobius fasciatus,1941,-32.533333,117.083333,historical,23.05436,10.71038,400.69824
413,Numbat,Myrmecobius fasciatus,1942,-32.533333,117.083333,historical,23.05436,10.71038,400.69824
414,Numbat,Myrmecobius fasciatus,1962,-32.533333,117.083333,contemporary,23.05436,10.71038,400.69824
415,Numbat,Myrmecobius fasciatus,1987,-32.533333,117.083333,contemporary,23.05436,10.71038,400.69824
416,Numbat,Myrmecobius fasciatus,1987,-32.533333,117.083333,contemporary,23.05436,10.71038,400.69824
417,Numbat,Myrmecobius fasciatus,1990,-32.533333,117.083333,contemporary,23.05436,10.71038,400.69824
418,Numbat,Myrmecobius fasciatus,1974,-32.53259564,117.3200015,contemporary,22.68796,10.26102,381.56079
419,Numbat,Myrmecobius fasciatus,2006,-32.52698187,117.331503,contemporary,22.85829,10.43471,370.13498
420,Numbat,Myrmecobius fasciatus,1967,-32.52420338,116.3910031,contemporary,22.46407,10.69298,738.64282
421,Numbat,Myrmecobius fasciatus,1960,-32.5237966,117.1469949,contemporary,22.65353,10.27433,412.83621
422,Numbat,Myrmecobius fasciatus,1958,-32.5123023,117.3290004,contemporary,23.0949,10.64312,356.56094
423,Numbat,Myrmecobius fasciatus,1984,-32.5005023,116.3629964,contemporary,22.33734,10.60793,789.6944
424,Numbat,Myrmecobius fasciatus,1933,-32.5,116.5,historical,22.10748,10.10833,669.4519
425,Numbat,Myrmecobius fasciatus,1935,-32.5,116.980556,historical,22.86699,10.42466,434.91776
426,Numbat,Myrmecobius fasciatus,1906,-32.5,117.1,historical,23.07258,10.65383,397.92456
427,Numbat,Myrmecobius fasciatus,1999,-32.49874958,119.0014806,contemporary,23.38522,10.76646,347.26379
428,Numbat,Myrmecobius fasciatus,2008,-32.496,116.884,contemporary,22.76266,10.32531,461.66238
429,Numbat,Myrmecobius fasciatus,2000,-32.48860903,116.9305598,contemporary,22.80734,10.34487,449.45041
430,Numbat,Myrmecobius fasciatus,1986,-32.48633616,116.8825486,contemporary,22.87276,10.41563,455.75729
431,Numbat,Myrmecobius fasciatus,1985,-32.48182905,116.8862795,contemporary,22.95614,10.48007,451.58862
432,Numbat,Myrmecobius fasciatus,1979,-32.41110275,116.2819957,contemporary,22.48873,10.88499,901.70227
433,Numbat,Myrmecobius fasciatus,1934,-32.4,117,historical,23.46135,10.78728,409.67572
434,Numbat,Myrmecobius fasciatus,1934,-32.4,117,historical,23.46135,10.78728,409.67572
435,Numbat,Myrmecobius fasciatus,1934,-32.4,117,historical,23.46135,10.78728,409.67572
436,Numbat,Myrmecobius fasciatus,1934,-32.4,117,historical,23.46135,10.78728,409.67572
437,Numbat,Myrmecobius fasciatus,1930,-32.4,117.283333,historical,23.64616,11.01191,338.52051
438,Numbat,Myrmecobius fasciatus,1968,-32.39820338,116.7359996,contemporary,23.00879,10.52825,487.21014
439,Numbat,Myrmecobius fasciatus,1978,-32.39500441,116.725004,contemporary,23.00049,10.53213,490.48145
440,Numbat,Myrmecobius fasciatus,1981,-32.39500441,116.725004,contemporary,23.00049,10.53213,490.48145
441,Numbat,Myrmecobius fasciatus,1982,-32.39389798,116.2660027,contemporary,22.46149,10.9016,932.75891
442,Numbat,Myrmecobius fasciatus,1982,-32.38830327,116.2579998,contemporary,22.60096,11.03535,924.26813
443,Numbat,Myrmecobius fasciatus,1976,-32.38259944,116.7330045,contemporary,22.89572,10.39824,496.10071
444,Numbat,Myrmecobius fasciatus,1982,-32.38259944,116.7330045,contemporary,22.89572,10.39824,496.10071
445,Numbat,Myrmecobius fasciatus,1963,-32.36759834,116.2410028,contemporary,22.18851,10.68982,981.20038
446,Numbat,Myrmecobius fasciatus,1984,-32.36710091,116.0709953,contemporary,22.59866,11.54434,1080.53784
447,Numbat,Myrmecobius fasciatus,1934,-32.366667,117,historical,23.62808,10.88772,404.59164
448,Numbat,Myrmecobius fasciatus,1934,-32.366667,117,historical,23.62808,10.88772,404.59164
449,Numbat,Myrmecobius fasciatus,1934,-32.366667,117,historical,23.62808,10.88772,404.59164
450,Numbat,Myrmecobius fasciatus,1934,-32.366667,117,historical,23.62808,10.88772,404.59164
451,Numbat,Myrmecobius fasciatus,1934,-32.366667,117,historical,23.62808,10.88772,404.59164
452,Numbat,Myrmecobius fasciatus,1935,-32.366667,117,historical,23.62808,10.88772,404.59164
453,Numbat,Myrmecobius fasciatus,1940,-32.366667,117,historical,23.62808,10.88772,404.59164
454,Numbat,Myrmecobius fasciatus,1979,-32.36640135,116.0739998,contemporary,22.59866,11.54434,1080.53784
455,Numbat,Myrmecobius fasciatus,1997,-32.3626805,116.1071773,contemporary,22.78822,11.64767,1048.84583
456,Numbat,Myrmecobius fasciatus,1967,-32.36128428,116.1681552,contemporary,22.78306,11.43772,1012.35736
457,Numbat,Myrmecobius fasciatus,1984,-32.36030042,116.0810022,contemporary,22.58783,11.5061,1080.49939
458,Numbat,Myrmecobius fasciatus,1996,-32.35989426,116.117599,contemporary,22.74821,11.54281,1047.00732
459,Numbat,Myrmecobius fasciatus,1984,-32.35959677,116.0809987,contemporary,22.58783,11.5061,1080.49939
460,Numbat,Myrmecobius fasciatus,1981,-32.35879962,116.2329989,contemporary,22.51572,11.02348,979.99438
461,Numbat,Myrmecobius fasciatus,1984,-32.35840392,116.077004,contemporary,22.57277,11.52566,1084.22705
462,Numbat,Myrmecobius fasciatus,1996,-32.35156243,116.110379,contemporary,22.71737,11.54697,1057.42139
463,Numbat,Myrmecobius fasciatus,1921,-32.333333,116.1,historical,22.63523,11.50873,1073.64648
464,Numbat,Myrmecobius fasciatus,1951,-32.333333,116.116667,contemporary,22.50351,11.34844,1082.72302
465,Numbat,Myrmecobius fasciatus,1976,-32.333333,116.216667,contemporary,22.45697,11.02479,1016.53809
466,Numbat,Myrmecobius fasciatus,1970,-32.33019716,117.8760036,contemporary,23.46475,10.70318,340.29849
467,Numbat,Myrmecobius fasciatus,1982,-32.28850127,116.1899965,contemporary,22.52837,11.16218,1037.51282
468,Numbat,Myrmecobius fasciatus,1976,-32.28719707,116.1920046,contemporary,22.52837,11.16218,1037.51282
469,Numbat,Myrmecobius fasciatus,1982,-32.28719707,116.1920046,contemporary,22.52837,11.16218,1037.51282
470,Numbat,Myrmecobius fasciatus,1982,-32.26340308,116.157997,contemporary,22.67555,11.39828,1046.82336
471,Numbat,Myrmecobius fasciatus,1984,-32.25959918,116.193003,contemporary,23.01955,11.64237,982.42981
472,Numbat,Myrmecobius fasciatus,1970,-32.24899943,116.1490008,contemporary,22.79459,11.55233,1038.36646
473,Numbat,Myrmecobius fasciatus,1982,-32.24760341,116.1479948,contemporary,22.79459,11.55233,1038.36646
474,Numbat,Myrmecobius fasciatus,1982,-32.24760341,116.1479948,contemporary,22.79459,11.55233,1038.36646
475,Numbat,Myrmecobius fasciatus,1982,-32.24760341,116.1479948,contemporary,22.79459,11.55233,1038.36646
476,Numbat,Myrmecobius fasciatus,1982,-32.24760341,116.1479948,contemporary,22.79459,11.55233,1038.36646
477,Numbat,Myrmecobius fasciatus,1983,-32.24760341,116.1479948,contemporary,22.79459,11.55233,1038.36646
478,Numbat,Myrmecobius fasciatus,1979,-32.23450046,116.1420037,contemporary,22.36863,11.18911,1065.04578
479,Numbat,Myrmecobius fasciatus,1934,-32.216667,116,historical,23.85723,13.19583,843.50085
480,Numbat,Myrmecobius fasciatus,1961,-32.21430369,120.2080035,contemporary,23.31518,10.98406,312.16647
481,Numbat,Myrmecobius fasciatus,1975,-32.20019939,116.0639957,contemporary,23.25957,12.32134,1004.73792
482,Numbat,Myrmecobius fasciatus,1977,-32.2,116.108333,contemporary,22.70587,11.6248,1057.28784
483,Numbat,Myrmecobius fasciatus,1924,-32.166667,116.05,historical,22.92063,12.04252,1055.73645
484,Numbat,Myrmecobius fasciatus,1924,-32.166667,116.05,historical,22.92063,12.04252,1055.73645
485,Numbat,Myrmecobius fasciatus,1996,-32.16544063,116.3681494,contemporary,23.11921,11.22957,760.39032
486,Numbat,Myrmecobius fasciatus,1984,-32.16010278,115.8330015,contemporary,23.55819,13.74368,774.79138
487,Numbat,Myrmecobius fasciatus,1974,-32.15960415,116.0280048,contemporary,23.33903,12.50839,986.29297
488,Numbat,Myrmecobius fasciatus,1972,-32.15879953,115.9219996,contemporary,23.86098,13.54553,799.27911
489,Numbat,Myrmecobius fasciatus,1972,-32.15360349,115.9219972,contemporary,23.86098,13.54553,799.27911
490,Numbat,Myrmecobius fasciatus,1972,-32.1505024,116.0750016,contemporary,23.34278,12.36359,993.78265
491,Numbat,Myrmecobius fasciatus,1972,-32.1505024,116.0750016,contemporary,23.34278,12.36359,993.78265
492,Numbat,Myrmecobius fasciatus,1942,-32.15,116,historical,24.02103,13.30381,825.8277
493,Numbat,Myrmecobius fasciatus,1983,-32.14769957,115.9299979,contemporary,23.906,13.52982,800.26221
494,Numbat,Myrmecobius fasciatus,1983,-32.14739865,115.9610051,contemporary,23.99876,13.47303,804.56671
495,Numbat,Myrmecobius fasciatus,1982,-32.12780184,115.8539995,contemporary,23.5762,13.62676,791.22925
496,Numbat,Myrmecobius fasciatus,1996,-32.1258411,116.2970554,contemporary,21.95563,10.39197,904.60052
497,Numbat,Myrmecobius fasciatus,1996,-32.12327969,116.2971704,contemporary,22.28782,10.71023,890.84601
498,Numbat,Myrmecobius fasciatus,1996,-32.11710026,116.2923417,contemporary,22.28782,10.71023,890.84601
499,Numbat,Myrmecobius fasciatus,1996,-32.11344697,116.2907906,contemporary,22.28782,10.71023,890.84601
500,Numbat,Myrmecobius fasciatus,1996,-32.10914433,116.2892763,contemporary,22.44658,10.86066,881.79779
501,Numbat,Myrmecobius fasciatus,1926,-32.1,118.366667,historical,24.30038,11.21892,328.40323
502,Numbat,Myrmecobius fasciatus,1999,-32.09974717,116.3958924,contemporary,23.41274,11.42879,708.17938
503,Numbat,Myrmecobius fasciatus,1989,-32.09878278,115.8681493,contemporary,23.7319,13.64269,784.87622
504,Numbat,Myrmecobius fasciatus,1999,-32.09737064,116.3969678,contemporary,23.41274,11.42879,708.17938
505,Numbat,Myrmecobius fasciatus,1999,-32.09533609,116.3773437,contemporary,23.57719,11.63559,714.79651
506,Numbat,Myrmecobius fasciatus,1998,-32.0951361,116.3900093,contemporary,23.41274,11.42879,708.17938
507,Numbat,Myrmecobius fasciatus,1999,-32.09277699,116.3890712,contemporary,23.55571,11.55516,695.05737
508,Numbat,Myrmecobius fasciatus,1998,-32.09079357,116.3856085,contemporary,23.63424,11.65533,698.37476
509,Numbat,Myrmecobius fasciatus,1981,-32.07520267,115.9219965,contemporary,23.98216,13.57402,789.66492
510,Numbat,Myrmecobius fasciatus,1981,-32.07209733,115.9259953,contemporary,24.0056,13.58153,787.27344
511,Numbat,Myrmecobius fasciatus,2001,-32.06720022,120.8589965,contemporary,23.50397,11.19305,292.34158
512,Numbat,Myrmecobius fasciatus,1964,-32.0271959,116.2799979,contemporary,23.0277,11.42363,839.58704
513,Numbat,Myrmecobius fasciatus,1981,-32.02569589,116.2499989,contemporary,24.02446,12.36965,784.74072
514,Numbat,Myrmecobius fasciatus,1977,-31.9720015,116.377003,contemporary,23.67216,11.68718,674.86151
515,Numbat,Myrmecobius fasciatus,1927,-31.95,115.85,historical,23.93797,13.74081,753.34222
516,Numbat,Myrmecobius fasciatus,1963,-31.95,116.133333,contemporary,24.20717,12.82457,829.98468
517,Numbat,Myrmecobius fasciatus,1974,-31.94010054,116.2470026,contemporary,23.37518,11.81763,835.69769
518,Numbat,Myrmecobius fasciatus,1984,-31.93639903,116.1740043,contemporary,23.16578,11.85926,910.32965
519,Numbat,Myrmecobius fasciatus,1980,-31.93470282,116.1399975,contemporary,23.87442,12.51602,885.20953
520,Numbat,Myrmecobius fasciatus,1937,-31.916667,115.9,historical,24.12142,13.52614,772.52527
521,Numbat,Myrmecobius fasciatus,1981,-31.90710387,116.3490017,contemporary,23.78262,11.81914,676.47687
522,Numbat,Myrmecobius fasciatus,1983,-31.89469925,116.6360022,contemporary,23.48752,10.74521,519.55414
523,Numbat,Myrmecobius fasciatus,1979,-31.88699915,116.5629985,contemporary,23.44501,10.91311,551.9964
524,Numbat,Myrmecobius fasciatus,1961,-31.88279949,116.3130017,contemporary,23.25992,11.48429,751.41431
525,Numbat,Myrmecobius fasciatus,1981,-31.84359663,116.3140005,contemporary,23.36352,11.55454,737.59113
526,Numbat,Myrmecobius fasciatus,1994,-31.81979843,116.2486991,contemporary,23.56403,11.85804,775.04144
527,Numbat,Myrmecobius fasciatus,1996,-31.81979843,116.2486991,contemporary,23.56403,11.85804,775.04144
528,Numbat,Myrmecobius fasciatus,1999,-31.81979843,116.2486991,contemporary,23.56403,11.85804,775.04144
529,Numbat,Myrmecobius fasciatus,1928,-31.583333,117.983333,historical,25.15263,11.68495,302.77539
530,Numbat,Myrmecobius fasciatus,1932,-31.483333,118.266667,historical,25.11094,11.40233,318.30304
531,Numbat,Myrmecobius fasciatus,1919,-31.3,119.65,historical,24.88116,10.89667,302.84018
532,Numbat,Myrmecobius fasciatus,1919,-31.245833,118.433333,historical,25.44,11.47244,313.9386
533,Numbat,Myrmecobius fasciatus,1928,-31.15,118,historical,25.45059,11.68441,306.65167
534,Numbat,Myrmecobius fasciatus,1928,-31.15,118,historical,25.45059,11.68441,306.65167
535,Numbat,Myrmecobius fasciatus,1928,-31.15,118,historical,25.45059,11.68441,306.65167
536,Numbat,Myrmecobius fasciatus,1928,-31.15,118,historical,25.45059,11.68441,306.65167
537,Numbat,Myrmecobius fasciatus,1895,-31,141,historical,27.41047,12.30369,193.37053
538,Numbat,Myrmecobius fasciatus,1928,-30.816667,117.85,historical,25.73223,11.89047,302.96262
539,Numbat,Myrmecobius fasciatus,1925,-30.8,117.666667,historical,25.67007,11.85777,300.33017
540,Numbat,Myrmecobius fasciatus,1930,-30.8,117.683333,historical,25.68714,11.86943,300.66696
541,Numbat,Myrmecobius fasciatus,1927,-30.75,121.466667,historical,25.42243,12.02344,271.51425
542,Numbat,Myrmecobius fasciatus,2005,-30.46950031,118.0779992,contemporary,25.98237,11.46943,319.02335
543,Numbat,Myrmecobius fasciatus,1986,-30.06125564,118.0177372,contemporary,26.82268,11.83827,301.47574
544,Numbat,Myrmecobius fasciatus,1973,-29.99999858,118.2647952,contemporary,27.05465,11.89766,287.41159
545,Numbat,Myrmecobius fasciatus,1963,-28.88990035,115.8419997,contemporary,27.29506,12.85366,319.13486
546,Numbat,Myrmecobius fasciatus,1918,-28.683333,122.5,historical,27.31636,12.49398,256.59631
547,Numbat,Myrmecobius fasciatus,1918,-28.6820237,122.4014197,historical,27.47031,12.63218,253.47408
548,Numbat,Myrmecobius fasciatus,1936,-27.61677,132.91665,historical,27.90724,12.83075,206.13733
549,Numbat,Myrmecobius fasciatus,1936,-27.61677,132.91665,historical,27.90724,12.83075,206.13733
550,Numbat,Myrmecobius fasciatus,1936,-27.61677,132.91665,historical,27.90724,12.83075,206.13733
551,Numbat,Myrmecobius fasciatus,1936,-27.1,132.4333,historical,27.419,12.3124,236.43681
552,Numbat,Myrmecobius fasciatus,1933,-26.85,132.0166667,historical,27.48054,12.39058,249.7363
553,Numbat,Myrmecobius fasciatus,1933,-26.85,132.0166667,historical,27.48054,12.39058,249.7363
554,Numbat,Myrmecobius fasciatus,1933,-26.85,132.0166667,historical,27.48054,12.39058,249.7363
555,Numbat,Myrmecobius fasciatus,1933,-26.85,132.0166667,historical,27.48054,12.39058,249.7363
556,Numbat,Myrmecobius fasciatus,1934,-26.85,132.0166667,historical,27.48054,12.39058,249.7363
557,Numbat,Myrmecobius fasciatus,1931,-26.6667,132.5,historical,27.16164,11.91961,251.8717
558,Numbat,Myrmecobius fasciatus,1931,-26.66522558,132.5013087,historical,27.16164,11.91961,251.8717
559,Numbat,Myrmecobius fasciatus,1931,-26.66522558,132.5013087,historical,27.16164,11.91961,251.8717
560,Numbat,Myrmecobius fasciatus,1931,-26.66522558,132.5013087,historical,27.16164,11.91961,251.8717
561,Numbat,Myrmecobius fasciatus,1931,-26.66522558,132.5013087,historical,27.16164,11.91961,251.8717
562,Numbat,Myrmecobius fasciatus,1931,-26.66522558,132.5013087,historical,27.16164,11.91961,251.8717
563,Numbat,Myrmecobius fasciatus,1931,-26.66522558,132.5013087,historical,27.16164,11.91961,251.8717
564,Numbat,Myrmecobius fasciatus,1939,-25,121,historical,30.54829,14.36774,260.57703
